Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity
1171005,2,3/16/2018,3/19/2018,1522843,0,1965,2
1172000,1,3/17/2018,,1625065,51,1175,2
1172000,2,3/17/2018,,1625065,51,1659,1
1172000,3,3/17/2018,,1625065,51,427,5
1172000,4,3/17/2018,,1625065,51,2101,3
1172001,1,3/17/2018,,1471107,53,1882,2
1172002,1,3/17/2018,,799689,30,57,2
1172002,2,3/17/2018,,799689,30,1456,3
1172002,3,3/17/2018,,799689,30,177,1
1172003,1,3/17/2018,,375384,9,2303,3
1172004,1,3/17/2018,,1041465,39,167,3
1172005,1,3/17/2018,,222617,9,67,4
1172007,1,3/17/2018,,303782,8,69,3
1172007,3,3/17/2018,,303782,8,1448,1
1210000,1,4/24/2018,,726123,29,596,2
1210000,2,4/24/2018,,726123,29,499,1
1210000,3,4/24/2018,,726123,29,431,4
1211000,1,4/25/2018,,722960,30,86,8
1211000,2,4/25/2018,,722960,30,1677,1
1211000,3,4/25/2018,,722960,30,435,4
1211001,1,4/25/2018,4/30/2018,473349,0,80,3
1211002,1,4/25/2018,,1719794,53,1981,6
1211002,2,4/25/2018,,1719794,53,1983,3
1211003,1,4/25/2018,,306301,10,2067,3
1212000,1,4/26/2018,,1914255,55,1643,3
1212002,1,4/26/2018,,1036675,40,1040,3
1212003,1,4/26/2018,,788625,29,1781,1
1212003,2,4/26/2018,,788625,29,131,6
1212003,3,4/26/2018,,788625,29,875,5
1212003,4,4/26/2018,,788625,29,724,2
1212003,5,4/26/2018,,788625,29,1532,3
1212004,1,4/26/2018,5/1/2018,1297890,0,1688,7
1212004,2,4/26/2018,5/1/2018,1297890,0,1384,5
1212006,1,4/26/2018,,1855892,51,1400,7
1212006,2,4/26/2018,,1855892,51,791,2
1212006,3,4/26/2018,,1855892,51,1970,2
1212006,4,4/26/2018,,1855892,51,366,1
1213000,1,4/27/2018,,1865362,50,1322,1
1213001,1,4/27/2018,,1261691,44,1357,3
1213002,1,4/27/2018,5/2/2018,775606,0,419,1
1213002,2,4/27/2018,5/2/2018,775606,0,85,2
1213003,1,4/27/2018,,1959272,44,122,2
1213003,2,4/27/2018,,1959272,44,1431,2
1213003,3,4/27/2018,,1959272,44,1754,1
1213003,4,4/27/2018,,1959272,44,1434,2
1213003,5,4/27/2018,,1959272,44,545,2
1213003,6,4/27/2018,,1959272,44,431,4
1213004,1,4/27/2018,,621610,17,2116,5
1213005,1,4/27/2018,,205510,8,53,2
1213005,2,4/27/2018,,205510,8,2508,1
1213005,3,4/27/2018,,205510,8,1638,3
1213005,4,4/27/2018,,205510,8,1651,1
1213006,1,4/27/2018,,678808,15,1658,4
1213006,2,4/27/2018,,678808,15,1617,1
1214000,1,4/28/2018,,439509,27,2109,1
1214000,2,4/28/2018,,439509,27,1607,2
1214001,1,4/28/2018,,59529,5,1611,4
1214001,2,4/28/2018,,59529,5,1890,1
1214001,3,4/28/2018,,59529,5,131,3
1214002,1,4/28/2018,5/1/2018,1910322,0,1424,3
1214002,2,4/28/2018,5/1/2018,1910322,0,433,1
1214003,1,4/28/2018,,1590912,64,109,1
1214003,2,4/28/2018,,1590912,64,387,3
1214003,3,4/28/2018,,1590912,64,5,3
1214003,5,4/28/2018,,1590912,64,521,2
1214003,6,4/28/2018,,1590912,64,2506,3
1214004,1,4/28/2018,,1493539,66,19,1
1214005,1,4/28/2018,5/1/2018,973411,0,1186,4
1214006,1,4/28/2018,5/3/2018,319689,0,31,2
1214007,1,4/28/2018,,259681,8,1644,2
1214007,2,4/28/2018,,259681,8,108,3
1214007,3,4/28/2018,,259681,8,1633,2
1214008,1,4/28/2018,,1165228,41,1655,1
1214009,1,4/28/2018,,1342569,53,2148,5
1214009,2,4/28/2018,,1342569,53,57,1
1214009,3,4/28/2018,,1342569,53,1692,2
1214010,1,4/28/2018,5/3/2018,1746274,0,1766,5
1214011,1,4/28/2018,5/3/2018,1552696,0,1688,1
1214012,1,4/28/2018,,924256,39,59,2
1214012,2,4/28/2018,,924256,39,380,2
1214012,3,4/28/2018,,924256,39,1479,4
1214013,1,4/28/2018,,1986804,47,2090,1
1214013,2,4/28/2018,,1986804,47,62,2
1214014,1,4/28/2018,,1079159,40,1609,8
1214015,1,4/28/2018,,565683,23,2036,1
1214015,2,4/28/2018,,565683,23,2083,3
1215000,1,4/29/2018,,903847,36,447,3
1215000,2,4/29/2018,,903847,36,47,1
1215000,3,4/29/2018,,903847,36,1089,2
1215000,4,4/29/2018,,903847,36,1579,3
1216000,1,4/30/2018,,247966,8,1995,1
1216000,2,4/30/2018,,247966,8,1594,1
1216000,3,4/30/2018,,247966,8,1333,2
1216001,1,4/30/2018,,1230469,44,1449,3
1216002,1,4/30/2018,,1604366,54,2076,3
1216002,2,4/30/2018,,1604366,54,107,1
1216003,1,4/30/2018,,1684157,51,446,3
1216004,1,4/30/2018,,731381,30,451,1
1216004,2,4/30/2018,,731381,30,2501,2
1216005,1,4/30/2018,5/8/2018,1792455,0,1496,3
1216006,1,4/30/2018,,1702950,53,1629,1
1216006,2,4/30/2018,,1702950,53,1789,5
1216006,3,4/30/2018,,1702950,53,2489,6
1216007,1,4/30/2018,,1808884,54,85,5
1216007,2,4/30/2018,,1808884,54,190,2
1216007,3,4/30/2018,,1808884,54,1953,6
1216009,1,4/30/2018,5/12/2018,1676582,0,1581,2
1216009,2,4/30/2018,5/12/2018,1676582,0,508,3
1216009,3,4/30/2018,5/12/2018,1676582,0,677,1
1217000,1,5/1/2018,,1143828,42,1513,1
1217001,1,5/1/2018,,2014440,45,423,5
1217002,1,5/1/2018,,766850,29,1752,4
1217002,2,5/1/2018,,766850,29,1608,3
1217002,3,5/1/2018,,766850,29,1625,2
1217002,4,5/1/2018,,766850,29,100,3
1217002,5,5/1/2018,,766850,29,2087,7
1217003,1,5/1/2018,,1571781,47,1586,3
1217003,2,5/1/2018,,1571781,47,1592,2
1217004,1,5/1/2018,,504828,23,54,5
1217004,2,5/1/2018,,504828,23,430,1
1217005,1,5/1/2018,,1268661,50,1655,4
1217005,2,5/1/2018,,1268661,50,432,6
1217006,1,5/1/2018,,1680728,53,1442,5
1217007,1,5/1/2018,,1605337,61,651,2
1217008,1,5/1/2018,,289312,10,2178,1
1217008,2,5/1/2018,,289312,10,578,4
1217008,3,5/1/2018,,289312,10,1561,1
1217008,4,5/1/2018,,289312,10,1646,1
1217010,1,5/1/2018,,300844,10,452,9
1217010,2,5/1/2018,,300844,10,153,7
1217011,1,5/1/2018,,1371642,64,1669,1
1217011,2,5/1/2018,,1371642,64,1453,1
1217013,1,5/1/2018,5/4/2018,2015900,0,1642,1
1217014,1,5/1/2018,,1078980,39,87,1
1217014,2,5/1/2018,,1078980,39,1955,2
1218001,1,5/2/2018,,954536,42,1539,1
1218004,1,5/2/2018,,2065513,44,57,2
1218004,2,5/2/2018,,2065513,44,1706,1
1218004,3,5/2/2018,,2065513,44,1469,7
1218004,4,5/2/2018,,2065513,44,1554,1
1218004,5,5/2/2018,,2065513,44,590,4
1218004,6,5/2/2018,,2065513,44,1184,2
1218004,7,5/2/2018,,2065513,44,1675,1
1218005,1,5/2/2018,,1592592,47,2042,3
1218005,2,5/2/2018,,1592592,47,1669,2
1218005,3,5/2/2018,,1592592,47,1631,3
1218006,1,5/2/2018,5/8/2018,1858665,0,1306,3
1218006,2,5/2/2018,5/8/2018,1858665,0,78,2
1218007,1,5/2/2018,,1560587,57,1411,2
1218007,2,5/2/2018,,1560587,57,600,3
1218007,3,5/2/2018,,1560587,57,101,3
1218008,1,5/2/2018,5/12/2018,1706324,0,92,5
1218009,1,5/2/2018,,89946,4,1453,6
1218009,2,5/2/2018,,89946,4,1132,2
1218010,1,5/2/2018,5/6/2018,507168,0,1795,5
1218011,1,5/2/2018,,517979,20,1024,1
1218011,2,5/2/2018,,517979,20,745,2
1218011,3,5/2/2018,,517979,20,1322,3
1218011,4,5/2/2018,,517979,20,121,4
1218012,1,5/2/2018,5/6/2018,1714276,0,1546,3
1218012,2,5/2/2018,5/6/2018,1714276,0,1599,1
1218013,1,5/2/2018,,65269,5,1655,6
1218013,2,5/2/2018,,65269,5,1270,8
1218014,1,5/2/2018,,1461845,65,161,1
1218014,2,5/2/2018,,1461845,65,1783,3
1218015,1,5/2/2018,5/5/2018,489146,0,1690,1
1218015,2,5/2/2018,5/5/2018,489146,0,2147,3
1218016,1,5/2/2018,,1389867,56,82,3
1218016,3,5/2/2018,,1389867,56,184,3
1218018,1,5/2/2018,5/7/2018,1559760,0,1674,7
1218018,2,5/2/2018,5/7/2018,1559760,0,735,2
1218018,3,5/2/2018,5/7/2018,1559760,0,1597,1
1218018,4,5/2/2018,5/7/2018,1559760,0,421,1
1219000,1,5/3/2018,,1809928,57,1460,8
1219000,2,5/3/2018,,1809928,57,363,8
1219000,3,5/3/2018,,1809928,57,72,6
1219001,1,5/3/2018,5/7/2018,1041465,0,2440,2
1219001,2,5/3/2018,5/7/2018,1041465,0,1624,3
1219002,1,5/3/2018,,879956,34,162,1
1219003,1,5/3/2018,,681072,14,1539,1
1219004,1,5/3/2018,,1669021,55,1587,1
1219004,2,5/3/2018,,1669021,55,168,1
1219004,3,5/3/2018,,1669021,55,1618,7
1219004,4,5/3/2018,,1669021,55,1382,1
1219004,5,5/3/2018,,1669021,55,119,6
1219004,6,5/3/2018,,1669021,55,1592,4
1219005,1,5/3/2018,,1395464,44,1740,3
1219007,1,5/3/2018,5/9/2018,1956404,0,1000,4
1219008,1,5/3/2018,,703705,29,191,3
1219008,2,5/3/2018,,703705,29,293,4
1219008,3,5/3/2018,,703705,29,1279,5
1219008,4,5/3/2018,,703705,29,433,1
1219008,5,5/3/2018,,703705,29,80,3
1219009,1,5/3/2018,,541324,23,65,1
1219009,2,5/3/2018,,541324,23,90,2
1219010,1,5/3/2018,,513256,27,1289,1
1219010,2,5/3/2018,,513256,27,713,3
1219010,3,5/3/2018,,513256,27,446,10
1219010,4,5/3/2018,,513256,27,91,10
1219011,1,5/3/2018,,1200642,53,1590,2
1219011,2,5/3/2018,,1200642,53,1575,1
1219011,3,5/3/2018,,1200642,53,2490,1
1219013,1,5/3/2018,5/8/2018,1609149,0,1230,2
1219013,2,5/3/2018,5/8/2018,1609149,0,67,1
1219013,3,5/3/2018,5/8/2018,1609149,0,68,3
1219013,4,5/3/2018,5/8/2018,1609149,0,81,6
1219013,5,5/3/2018,5/8/2018,1609149,0,470,5
1219013,6,5/3/2018,5/8/2018,1609149,0,1841,3
1219013,7,5/3/2018,5/8/2018,1609149,0,1637,3
1219014,1,5/3/2018,,728022,29,1699,1
1219014,2,5/3/2018,,728022,29,1486,10
1219015,1,5/3/2018,,594507,19,1576,3
1219016,1,5/3/2018,5/5/2018,1785567,0,65,4
1219016,2,5/3/2018,5/5/2018,1785567,0,34,9
1219017,1,5/3/2018,,1389079,63,51,1
1219017,2,5/3/2018,,1389079,63,106,3
1219018,1,5/3/2018,,770066,30,1025,1
1219019,1,5/3/2018,,1297155,61,158,2
1219019,2,5/3/2018,,1297155,61,923,2
1219019,3,5/3/2018,,1297155,61,1263,1
1219019,4,5/3/2018,,1297155,61,1456,2
1219019,5,5/3/2018,,1297155,61,585,6
1219019,6,5/3/2018,,1297155,61,60,3
1219019,7,5/3/2018,,1297155,61,77,2
1219020,1,5/3/2018,,1137780,36,2088,7
1219021,1,5/3/2018,,702340,30,1318,4
1220000,1,5/4/2018,5/9/2018,1230014,0,438,2
1220001,1,5/4/2018,,1756364,47,1205,3
1220001,2,5/4/2018,,1756364,47,1494,1
1220001,3,5/4/2018,,1756364,47,954,3
1220001,4,5/4/2018,,1756364,47,440,6
1220002,1,5/4/2018,,414123,22,1949,1
1220002,2,5/4/2018,,414123,22,2095,3
1220003,1,5/4/2018,5/7/2018,1148222,0,1606,7
1220004,1,5/4/2018,,1912774,53,1684,3
1220005,1,5/4/2018,5/10/2018,961833,0,1035,1
1220005,2,5/4/2018,5/10/2018,961833,0,1281,6
1220005,3,5/4/2018,5/10/2018,961833,0,440,3
1220005,4,5/4/2018,5/10/2018,961833,0,1667,1
1220005,5,5/4/2018,5/10/2018,961833,0,1239,2
1220005,6,5/4/2018,5/10/2018,961833,0,459,1
1220005,7,5/4/2018,5/10/2018,961833,0,1655,1
1220008,1,5/4/2018,,1071326,40,1426,1
1220008,2,5/4/2018,,1071326,40,1475,1
1220008,3,5/4/2018,,1071326,40,165,1
1220008,4,5/4/2018,,1071326,40,453,6
1220009,1,5/4/2018,,1456078,54,1399,3
1220009,2,5/4/2018,,1456078,54,2025,1
1220010,1,5/4/2018,,875430,33,1463,2
1220010,2,5/4/2018,,875430,33,1795,3
1220012,1,5/4/2018,,1350916,57,417,1
1220013,1,5/4/2018,,1513100,65,1629,7
1220013,2,5/4/2018,,1513100,65,349,1
1220013,3,5/4/2018,,1513100,65,478,2
1220014,1,5/4/2018,,1199657,38,50,2
1220014,2,5/4/2018,,1199657,38,72,6
1220014,3,5/4/2018,,1199657,38,1013,1
1221000,1,5/5/2018,,1648616,56,186,4
1221000,2,5/5/2018,,1648616,56,1576,5
1221001,1,5/5/2018,,312368,9,353,2
1221002,1,5/5/2018,,216372,8,1457,3
1221002,2,5/5/2018,,216372,8,1013,1
1221003,1,5/5/2018,,431309,23,44,3
1221003,3,5/5/2018,,431309,23,672,4
1221003,4,5/5/2018,,431309,23,157,1
1221003,5,5/5/2018,,431309,23,1277,1
1221003,6,5/5/2018,,431309,23,2366,5
1221004,1,5/5/2018,,2015900,66,1615,1
1221005,1,5/5/2018,,1548057,65,176,6
1221005,2,5/5/2018,,1548057,65,1568,3
1221005,3,5/5/2018,,1548057,65,1611,2
1221005,4,5/5/2018,,1548057,65,2023,1
1221005,5,5/5/2018,,1548057,65,1180,1
1221006,1,5/5/2018,5/7/2018,1511165,0,1513,1
1221007,1,5/5/2018,,1985636,53,1624,5
1221007,2,5/5/2018,,1985636,53,445,7
1221007,3,5/5/2018,,1985636,53,750,5
1221008,1,5/5/2018,,1018779,41,1944,3
1221008,2,5/5/2018,,1018779,41,83,1
1221008,3,5/5/2018,,1018779,41,86,1
1221008,4,5/5/2018,,1018779,41,1935,2
1221008,5,5/5/2018,,1018779,41,1809,2
1221009,1,5/5/2018,,937006,39,1050,1
1221009,2,5/5/2018,,937006,39,443,2
1221009,3,5/5/2018,,937006,39,1550,2
1221010,1,5/5/2018,,578888,23,1768,7
1221011,1,5/5/2018,,1582192,53,2084,8
1221011,2,5/5/2018,,1582192,53,1793,4
1221012,1,5/5/2018,,1368261,44,168,10
1221013,1,5/5/2018,,266658,10,2030,2
1221014,1,5/5/2018,,728022,29,1609,1
1221014,2,5/5/2018,,728022,29,1563,3
1221014,3,5/5/2018,,728022,29,136,1
1221014,4,5/5/2018,,728022,29,1445,2
1221015,1,5/5/2018,5/10/2018,398671,0,1462,1
1221015,2,5/5/2018,5/10/2018,398671,0,1545,4
1221016,1,5/5/2018,,1524144,66,56,1
1221017,1,5/5/2018,,253278,10,1155,9
1221017,2,5/5/2018,,253278,10,89,3
1221018,1,5/5/2018,5/9/2018,12729,0,1588,4
1221019,1,5/5/2018,,978847,41,1589,10
1221019,2,5/5/2018,,978847,41,83,7
1221020,1,5/5/2018,,1956193,54,2474,7
1221020,2,5/5/2018,,1956193,54,1278,2
1221020,3,5/5/2018,,1956193,54,1643,1
1221022,1,5/5/2018,,1482467,50,1593,1
1221022,2,5/5/2018,,1482467,50,1491,2
1221022,3,5/5/2018,,1482467,50,510,1
1221022,4,5/5/2018,,1482467,50,173,3
1221022,5,5/5/2018,,1482467,50,1579,1
1221022,6,5/5/2018,,1482467,50,2499,2
1221022,7,5/5/2018,,1482467,50,722,1
1221023,1,5/5/2018,,1964759,45,125,1
1221024,1,5/5/2018,5/10/2018,1430214,0,331,6
1221025,1,5/5/2018,5/8/2018,1489269,0,1490,3
1221026,1,5/5/2018,,310464,8,847,2
1221027,1,5/5/2018,,1049861,42,460,1
1221027,2,5/5/2018,,1049861,42,2036,4
1221027,3,5/5/2018,,1049861,42,1251,6
1222000,1,5/6/2018,,643628,16,1238,2
1222000,2,5/6/2018,,643628,16,1614,1
1222001,1,5/6/2018,5/12/2018,437318,0,1570,2
1222001,2,5/6/2018,5/12/2018,437318,0,2492,3
1223000,1,5/7/2018,,1240195,47,1647,1
1223000,2,5/7/2018,,1240195,47,2113,4
1223000,3,5/7/2018,,1240195,47,1620,1
1223001,1,5/7/2018,5/10/2018,331277,0,1454,1
1223001,2,5/7/2018,5/10/2018,331277,0,1418,1
1223001,3,5/7/2018,5/10/2018,331277,0,118,1
1223003,1,5/7/2018,,1599683,48,1571,7
1223003,2,5/7/2018,,1599683,48,69,2
1223003,3,5/7/2018,,1599683,48,1554,4
1223004,1,5/7/2018,,1760076,53,552,5
1223005,1,5/7/2018,,2003638,57,2115,1
1223005,2,5/7/2018,,2003638,57,1122,2
1223005,3,5/7/2018,,2003638,57,173,2
1223006,1,5/7/2018,,255723,10,484,5
1223007,1,5/7/2018,,494192,20,2014,4
1223007,2,5/7/2018,,494192,20,416,4
1223007,3,5/7/2018,,494192,20,1411,6
1223007,4,5/7/2018,,494192,20,1171,1
1223008,1,5/7/2018,,1933319,50,1632,3
1223008,2,5/7/2018,,1933319,50,2398,1
1223008,3,5/7/2018,,1933319,50,383,4
1223008,4,5/7/2018,,1933319,50,1852,3
1223009,1,5/7/2018,5/13/2018,1729484,0,2005,4
1223009,2,5/7/2018,5/13/2018,1729484,0,444,5
1223010,1,5/7/2018,,1557811,54,1743,7
1223010,2,5/7/2018,,1557811,54,1688,3
1223010,3,5/7/2018,,1557811,54,989,2
1223011,1,5/7/2018,,1291414,50,283,4
1223011,2,5/7/2018,,1291414,50,1590,3
1223011,3,5/7/2018,,1291414,50,131,8
1223011,4,5/7/2018,,1291414,50,390,1
1223011,5,5/7/2018,,1291414,50,95,9
1223011,6,5/7/2018,,1291414,50,2178,1
1223011,7,5/7/2018,,1291414,50,1442,3
1224000,1,5/8/2018,,1240904,53,51,1
1224000,2,5/8/2018,,1240904,53,429,3
1224000,3,5/8/2018,,1240904,53,1281,1
1224001,1,5/8/2018,,1169886,38,1700,4
1224001,2,5/8/2018,,1169886,38,1598,6
1224002,1,5/8/2018,,1324581,61,680,1
1224002,2,5/8/2018,,1324581,61,1625,3
1224002,3,5/8/2018,,1324581,61,1916,2
1224002,4,5/8/2018,,1324581,61,366,3
1224002,5,5/8/2018,,1324581,61,419,5
1224003,1,5/8/2018,,2096178,47,1006,6
1224003,2,5/8/2018,,2096178,47,1373,7
1224003,3,5/8/2018,,2096178,47,1912,2
1224003,4,5/8/2018,,2096178,47,52,4
1224004,1,5/8/2018,,1537074,64,1644,7
1224004,2,5/8/2018,,1537074,64,1427,2
1224004,3,5/8/2018,,1537074,64,1629,2
1224005,1,5/8/2018,,2022243,64,408,2
1224005,2,5/8/2018,,2022243,64,179,6
1224005,4,5/8/2018,,2022243,64,115,3
1224008,1,5/8/2018,,1939210,44,1534,5
1224008,2,5/8/2018,,1939210,44,61,2
1224008,3,5/8/2018,,1939210,44,166,7
1224008,4,5/8/2018,,1939210,44,1246,9
1224009,1,5/8/2018,,1053209,42,1825,4
1224010,1,5/8/2018,,1888911,54,55,1
1224010,2,5/8/2018,,1888911,54,2182,8
1224010,3,5/8/2018,,1888911,54,1125,1
1224010,4,5/8/2018,,1888911,54,61,2
1224011,1,5/8/2018,,1938352,61,1069,8
1224012,1,5/8/2018,5/12/2018,367414,0,1949,3
1224013,1,5/8/2018,5/12/2018,239571,0,1469,1
1224013,2,5/8/2018,5/12/2018,239571,0,1615,3
1224013,3,5/8/2018,5/12/2018,239571,0,475,3
1224013,4,5/8/2018,5/12/2018,239571,0,1476,3
1224013,5,5/8/2018,5/12/2018,239571,0,650,3
1224014,1,5/8/2018,,60407,4,353,2
1224014,2,5/8/2018,,60407,4,1469,3
1224014,3,5/8/2018,,60407,4,1627,2
1225000,1,5/9/2018,,791967,29,1466,1
1225000,2,5/9/2018,,791967,29,2505,2
1225000,3,5/9/2018,,791967,29,62,3
1225001,1,5/9/2018,,2057186,44,1749,2
1225002,1,5/9/2018,,435755,19,664,4
1225002,2,5/9/2018,,435755,19,440,1
1225003,1,5/9/2018,,851776,33,2054,1
1225004,1,5/9/2018,,1713950,56,2056,1
1225004,2,5/9/2018,,1713950,56,188,1
1225004,3,5/9/2018,,1713950,56,1435,3
1225006,1,5/9/2018,,1621832,61,766,3
1225006,2,5/9/2018,,1621832,61,2411,6
1225006,3,5/9/2018,,1621832,61,434,8
1225006,4,5/9/2018,,1621832,61,1757,3
1225008,1,5/9/2018,,1742787,50,605,2
1225008,2,5/9/2018,,1742787,50,1561,6
1225008,3,5/9/2018,,1742787,50,1603,1
1225008,4,5/9/2018,,1742787,50,1350,3
1225008,5,5/9/2018,,1742787,50,1567,4
1225008,6,5/9/2018,,1742787,50,1572,3
1225009,1,5/9/2018,5/15/2018,319845,0,1712,5
1225010,1,5/9/2018,,1582099,56,1581,3
1225010,2,5/9/2018,,1582099,56,1414,6
1225010,3,5/9/2018,,1582099,56,438,3
1225010,4,5/9/2018,,1582099,56,525,6
1225011,1,5/9/2018,,1384111,45,1495,1
1225011,2,5/9/2018,,1384111,45,92,2
1225011,3,5/9/2018,,1384111,45,46,4
1225011,4,5/9/2018,,1384111,45,1164,2
1225011,5,5/9/2018,,1384111,45,418,1
1225012,1,5/9/2018,,831208,34,741,4
1225012,2,5/9/2018,,831208,34,1597,3
1225012,3,5/9/2018,,831208,34,56,3
1225012,4,5/9/2018,,831208,34,1438,1
1225013,1,5/9/2018,,1382192,64,1853,2
1225014,1,5/9/2018,,546334,20,71,4
1225015,1,5/9/2018,,526271,23,993,2
1225016,1,5/9/2018,,1654125,57,299,2
1225016,2,5/9/2018,,1654125,57,900,6
1225017,1,5/9/2018,,367753,8,1691,3
1225017,2,5/9/2018,,367753,8,1576,1
1225017,3,5/9/2018,,367753,8,779,3
1226000,1,5/10/2018,,1143517,42,1487,5
1226001,1,5/10/2018,,744459,30,416,2
1226001,2,5/10/2018,,744459,30,452,4
1226001,3,5/10/2018,,744459,30,452,1
1226001,4,5/10/2018,,744459,30,1536,4
1226003,1,5/10/2018,,85974,5,1646,2
1226003,2,5/10/2018,,85974,5,2087,2
1226004,1,5/10/2018,,1996781,59,441,2
1226004,2,5/10/2018,,1996781,59,1469,6
1226004,3,5/10/2018,,1996781,59,1605,5
1226005,1,5/10/2018,5/12/2018,422854,0,1590,4
1226005,2,5/10/2018,5/12/2018,422854,0,434,2
1226005,3,5/10/2018,5/12/2018,422854,0,443,3
1226005,4,5/10/2018,5/12/2018,422854,0,899,8
1226006,1,5/10/2018,,1548927,55,574,3
1226006,2,5/10/2018,,1548927,55,502,4
1226007,1,5/10/2018,,104456,5,109,8
1226007,2,5/10/2018,,104456,5,1590,1
1226008,1,5/10/2018,,943159,42,2507,1
1226008,2,5/10/2018,,943159,42,104,1
1226008,4,5/10/2018,,943159,42,1416,3
1226008,5,5/10/2018,,943159,42,578,8
1226008,6,5/10/2018,,943159,42,1604,1
1226008,7,5/10/2018,,943159,42,2099,1
1226009,1,5/10/2018,,345910,8,1415,3
1226009,2,5/10/2018,,345910,8,456,2
1226009,3,5/10/2018,,345910,8,2107,3
1226009,4,5/10/2018,,345910,8,855,2
1226010,1,5/10/2018,5/14/2018,1463375,0,1454,1
1226010,2,5/10/2018,5/14/2018,1463375,0,481,2
1226010,3,5/10/2018,5/14/2018,1463375,0,374,3
1226011,1,5/10/2018,,209628,10,64,7
1226013,1,5/10/2018,,251282,8,1427,1
1226013,2,5/10/2018,,251282,8,1152,8
1226013,3,5/10/2018,,251282,8,101,6
1226014,1,5/10/2018,5/15/2018,769090,0,1547,4
1226015,1,5/10/2018,,1540821,59,2490,3
1226015,2,5/10/2018,,1540821,59,1427,4
1226016,1,5/10/2018,,1942072,55,2194,1
1226016,2,5/10/2018,,1942072,55,165,1
1226016,3,5/10/2018,,1942072,55,460,3
1226016,4,5/10/2018,,1942072,55,389,3
1226016,5,5/10/2018,,1942072,55,1616,1
1226016,6,5/10/2018,,1942072,55,420,7
1226017,1,5/10/2018,,249269,9,1312,4
1226017,2,5/10/2018,,249269,9,1687,1
1226018,1,5/10/2018,,1646713,53,2071,2
1226020,1,5/10/2018,5/16/2018,388302,0,602,6
1226020,2,5/10/2018,5/16/2018,388302,0,1437,4
1226020,3,5/10/2018,5/16/2018,388302,0,434,3
1226020,4,5/10/2018,5/16/2018,388302,0,105,5
1226021,1,5/10/2018,,1414248,44,438,2
1226021,2,5/10/2018,,1414248,44,1488,4
1226021,3,5/10/2018,,1414248,44,644,6
1226022,1,5/10/2018,,642856,15,338,1
1227002,1,5/11/2018,,1736495,65,1680,2
1227002,2,5/11/2018,,1736495,65,433,1
1227003,1,5/11/2018,,948656,36,1514,2
1227003,2,5/11/2018,,948656,36,1651,7
1227004,1,5/11/2018,,1713898,43,180,1
1227004,2,5/11/2018,,1713898,43,101,1
1227005,1,5/11/2018,5/17/2018,526851,0,347,4
1227005,2,5/11/2018,5/17/2018,526851,0,1137,2
1227007,1,5/11/2018,,1306550,66,1768,4
1227007,2,5/11/2018,,1306550,66,1660,1
1227007,3,5/11/2018,,1306550,66,1266,3
1227007,4,5/11/2018,,1306550,66,113,1
1227007,5,5/11/2018,,1306550,66,348,9
1227007,6,5/11/2018,,1306550,66,66,2
1227008,1,5/11/2018,,1495710,65,1922,4
1227010,1,5/11/2018,,253141,10,1660,4
1227010,2,5/11/2018,,253141,10,1695,3
1227010,3,5/11/2018,,253141,10,2055,1
1227011,1,5/11/2018,,454192,23,1501,2
1227011,2,5/11/2018,,454192,23,1394,3
1227011,3,5/11/2018,,454192,23,440,6
1227011,4,5/11/2018,,454192,23,1771,1
1227011,5,5/11/2018,,454192,23,1670,3
1227011,6,5/11/2018,,454192,23,2283,6
1227012,1,5/11/2018,,622003,14,85,3
1227013,1,5/11/2018,,329905,10,495,3
1227013,2,5/11/2018,,329905,10,1649,10
1227014,1,5/11/2018,,1881107,64,1989,5
1227014,2,5/11/2018,,1881107,64,1456,8
1227014,3,5/11/2018,,1881107,64,1621,5
1227014,4,5/11/2018,,1881107,64,1875,7
1228000,1,5/12/2018,,2095590,56,85,2
1228001,1,5/12/2018,,266492,9,1572,4
1228001,2,5/12/2018,,266492,9,1882,4
1228001,3,5/12/2018,,266492,9,2107,1
1228002,1,5/12/2018,,1948539,44,1698,1
1228003,1,5/12/2018,5/15/2018,1457295,0,396,2
1228003,2,5/12/2018,5/15/2018,1457295,0,1982,3
1228005,1,5/12/2018,,1401276,51,450,2
1228006,1,5/12/2018,,444252,23,65,1
1228007,1,5/12/2018,,552019,22,1675,1
1228008,1,5/12/2018,5/14/2018,808497,0,1267,4
1228008,2,5/12/2018,5/14/2018,808497,0,1313,5
1228008,3,5/12/2018,5/14/2018,808497,0,305,3
1228009,1,5/12/2018,,1741021,50,61,6
1228009,2,5/12/2018,,1741021,50,424,1
1228010,1,5/12/2018,,407295,19,428,1
1228010,2,5/12/2018,,407295,19,1033,2
1228011,1,5/12/2018,5/18/2018,715102,0,66,4
1228011,3,5/12/2018,5/18/2018,715102,0,1746,2
1228011,4,5/12/2018,5/18/2018,715102,0,1590,1
1228011,5,5/12/2018,5/18/2018,715102,0,89,2
1228011,6,5/12/2018,5/18/2018,715102,0,56,2
1228011,7,5/12/2018,5/18/2018,715102,0,2164,3
1228012,1,5/12/2018,,1157063,40,1578,1
1228012,2,5/12/2018,,1157063,40,1581,5
1228012,3,5/12/2018,,1157063,40,87,1
1228012,4,5/12/2018,,1157063,40,1625,4
1228013,1,5/12/2018,5/19/2018,1232975,0,2076,2
1228013,2,5/12/2018,5/19/2018,1232975,0,1052,2
